GG,RGD1,T1x
6837,[],
6838,[],9527
6839,[],9528
6840,[],5199
6841,[],5200
6842,[],5201
6843,[],5202
6844,[],5203
6845,[],5204
6846,[],5205
6847,[],
6848,[],5206
6849,[],5207
6850,[],5208
6851,[],5209
6852,[],5210
6853,[],5211
6854,[],5212
6855,[],5213
6856,[],5214
6857,[],5215
6858,[],
6859,[],5216
6860,[],5217
6861,[],5218
6862,[],5219
6863,[],9529
6864,[],5220
6865,[],5221
6866,[],
6867,[],
6868,[],
6869,[],5222
6870,[],
6871,['MR_16450_2'],
6872,[],5223
6873,[],5224
6874,[],
6875,[],9530
6876,[],5225
6877,[],5226
6878,[],5227
6879,[],5228
6880,[],5229
6881,[],5230
6882,[],5231
6883,[],9531
6884,[],5232
6885,[],5233
6886,[],5234
6887,[],
6888,[],5235
6889,[],5236
6890,[],5237
6891,[],5238
6892,[],5239
6893,[],5240
6894,[],5241
6895,[],
6896,[],5242
6897,[],5243
6898,[],5244
6899,[],5245
6900,[],5246
6901,[],5247
6902,[],5248
6903,[],5249
6904,[],9532
6905,[],5250
6906,[],5251
6907,[],5252
6908,[],5253
6909,[],
6910,[],5254
6911,[],5255
6912,[],5256
6913,[],5257
6914,[],5258
6915,[],5259
6916,[],5260
6917,[],5261
6918,[],5262
6919,[],5263
6920,[],5264
6921,[],5265
6922,[],5266
6923,[],5267
6924,[],5268
6925,['MR_236486_0'],9533
6926,[],5269
6927,[],5270
6928,[],5271
6929,[],5272
6930,[],5273
6931,[],5274
6932,[],5275
6933,[],
6934,[],5276
6935,[],
6936,[],5277
6937,[],5278
6938,[],5279
6939,[],5280
6940,[],5281
6941,[],5282
6942,[],9534
6943,[],9535
6944,[],5283
6945,[],
6946,[],5284
6947,[],5285
6948,[],
6949,[],
6950,[],5286
6951,[],
6952,[],
6953,[],5287
6954,[],5288
6955,[],5289
6956,[],5290
6957,[],5291
6958,[],5292
6959,[],
6960,[],5293
6961,[],
6962,[],5294
6963,[],5295
6964,[],5296
6965,[],5297
6966,[],5298
6967,[],
6968,[],
6969,[],9536
6970,[],5299
6971,[],9537
6972,[],5300
6973,[],5301
6974,[],5302
6975,[],5303
6976,[],
6977,[],5304
6978,[],5305
6979,[],5306
6980,[],5307
6981,[],5308
6982,[],
6983,[],5309
6984,[],5310
6985,[],5311
6986,[],5312
6987,[],5313
6988,[],5314
6989,[],5315
6990,[],9538
6991,[],5316
6992,[],5317
6993,[],
6994,[],5318
6995,[],5319
6996,[],5320
6997,[],5321
6998,[],9539
6999,[],
7000,[],5322
7001,[],5323
7002,[],5324
7003,[],9540
7004,[],5325
7005,[],5326
7006,[],
7007,[],
7008,[],9541
7009,[],5327
7010,[],5328
7011,[],5329
7012,[],5330
7013,[],5331
7014,[],5332
7015,[],9542
7016,[],5333
7017,[],5334
7018,[],5335
7019,[],5336
7020,[],5337
7021,[],5338
7022,[],
7023,[],5339
7024,[],5340
7025,[],5341
7026,[],5342
7027,[],5343
7028,[],5344
7029,[],
7030,[],5345
7031,[],5346
7032,[],5347
7033,[],
7034,[],9543
7035,[],5348
7036,[],
7037,[],5349
7038,[],
7039,[],5350
7040,[],5351
7041,[],5352
7042,[],
7043,[],5353
7044,[],5354
7045,[],
7046,[],5355
7047,[],5356
7048,[],5357
7049,[],5358
7050,[],5359
7051,[],5360
7052,[],5361
7053,[],5362
7054,[],9544
7055,[],9545
7056,[],5363
7057,[],5364
7058,[],5365
7059,[],5366
7060,[],5367
7061,[],5368
7062,[],5369
7063,[],5370
7064,[],5371
7065,[],5372
7066,[],5373
7067,[],5374
7068,[],9546
7069,[],5375
7070,[],5376
7071,[],5377
7072,[],5378
7073,[],5379
7074,[],5380
7075,[],5381
7076,[],5382
7077,[],5383
7078,[],5384
7079,[],5385
7080,[],9547
7081,[],5386
7082,[],5387
7083,[],
7084,[],9548
7085,[],5388
7086,[],5389
7087,[],5390
7088,[],5391
7089,[],9549
7090,[],
7091,[],5392
7092,[],5393
7093,[],5394
7094,[],5395
7095,[],5396
7096,[],5397
7097,[],5398
7098,[],5399
7099,[],5400
7100,[],5401
7101,[],5402
7102,[],5403
7103,[],5404
7104,[],5405
7105,[],5406
7106,[],5407
7107,[],5408
7108,[],5409
7109,[],5410
7110,[],5411
7111,[],5412
7112,[],5413
7113,[],5414
7114,[],5415
7115,['MR_3857_0'],5416
7116,[],5417
7117,[],5418
7118,[],9550
7119,[],5419
7120,[],5420
7121,[],5421
7122,[],5422
7123,[],5423
7124,[],5424
7125,[],5425
7126,[],5426
7127,[],9551
7128,[],5427
7129,[],5428
7130,[],5429
7131,[],
7132,[],5430
7133,[],5431
7134,[],5432
7135,[],5433
7136,[],9552
7137,[],9553
7138,[],5434
7139,[],5435
7140,[],9554
7141,[],9555
7142,[],5436
7143,[],5437
7144,[],9556
7145,[],5438
7146,[],5439
7147,[],5440
7148,[],5441
7149,[],
7150,[],
7151,[],5442
7152,[],
7153,[],5443
7154,[],5444
7155,[],5445
7156,[],5446
7157,[],5447
7158,[],
7159,[],5448
7160,[],
7161,[],5449
7162,[],5450
7163,[],5451
7164,[],5452
7165,[],5453
7166,[],5454
7167,[],
7168,[],
7169,[],5455
7170,[],5456
7171,[],5457
7172,[],5458
7173,[],5459
7174,[],5460
7175,[],
7176,[],9557
7177,[],5461
7178,[],5462
7179,[],5463
7180,[],9558
7181,[],9559
7182,[],5464
7183,[],5465
7184,[],5466
7185,[],5467
7186,[],
7187,[],5468
7188,[],
7189,[],5469
7190,[],5470
7191,[],5471
7192,[],9560
7193,[],5472
7194,[],5473
7195,[],
7196,[],5474
7197,[],
7198,[],5475
7199,[],5476
7200,[],5477
7201,[],5478
7202,[],
7203,[],5479
7204,[],
7205,[],5480
7206,[],5481
7207,[],
7208,[],5482
7209,[],
7210,[],5483
7211,[],
7212,[],5484
7213,[],5485
7214,[],5486
7215,[],5487
7216,[],
7217,[],9561
7218,[],9562
7219,[],9563
7220,[],5488
7221,[],9564
7222,[],5489
7223,[],5490
7224,[],5491
7225,[],
7226,[],9565
7227,[],
7228,[],5492
7229,[],5493
7230,[],5494
7231,[],5495
7232,[],
7233,[],5496
7234,[],5497
7235,[],5498
7236,[],5499
7237,[],5500
7238,[],9566
7239,[],5501
7240,[],9567
7241,[],5502
7242,[],5503
7243,[],5504
7244,[],9568
7245,[],5505
7246,[],5506
7247,[],5507
7248,[],
7249,[],
7250,[],5508
7251,[],5509
7252,[],5510
7253,[],
7254,[],5511
7255,[],
7256,[],5512
7257,[],5513
7258,[],5514
7259,[],5515
7260,[],5516
7261,[],
7262,[],5517
7263,[],5518
7264,[],5519
7265,[],5520
7266,[],5521
7267,[],5522
7268,[],5523
7269,[],5524
7270,[],5525
7271,[],9569
7272,[],5526
7273,[],5527
7274,[],5528
7275,[],5529
7276,[],
7277,[],5530
7278,[],5531
7279,[],9570
7280,[],5532
7281,[],5533
7282,[],9571
7283,[],5534
7284,[],5535
7285,[],5536
7286,[],5537
7287,[],5538
7288,[],5539
7289,[],5540
7290,[],9572
7291,[],5541
7292,[],5542
7293,[],5543
7294,[],5544
7295,[],5545
7296,[],5546
7297,[],9573
7298,[],9574
7299,[],
7300,[],
7301,[],
7302,[],5547
7303,[],
7304,[],
7305,[],
7306,[],5548
7307,[],
7308,[],5549
7309,[],5550
7310,[],5551
7311,[],5552
7312,[],5553
7313,[],9575
7314,[],5554
7315,[],5555
7316,[],5556
7317,[],5557
7318,[],
7319,[],5558
7320,[],5559
7321,[],5560
7322,[],5561
7323,[],9576
7324,[],5562
7325,[],5563
7326,[],5564
7327,[],5565
7328,[],5566
7329,[],5567
7330,[],5568
7331,[],5569
7332,[],5570
7333,[],5571
7334,[],5572
7335,[],5573
7336,[],5574
7337,[],5575
7338,[],5576
7339,[],
7340,['MR_499092_0'],5577
7341,[],
7342,[],5578
7343,[],5579
7344,[],5580
7345,[],5581
7346,[],5582
7347,[],5583
7348,[],5584
7349,[],5585
7350,[],9577
7351,[],5586
7352,[],5587
7353,[],5588
7354,[],5589
7355,[],5590
7356,[],5591
7357,[],5592
7358,[],5593
7359,[],5594
7360,[],5595
7361,[],5596
7362,[],5597
7363,[],5598
7364,[],5599
7365,[],5600
7366,[],5601
7367,[],5602
7368,[],5603
7369,[],5604
7370,[],9578
7371,[],5605
7372,[],5606
7373,[],5607
7374,[],5608
7375,[],5609
7376,[],5610
7377,[],5611
7378,[],5612
7379,[],5613
7380,[],5614
7381,[],5615
7382,[],5616
7383,[],5617
7384,[],5618
7385,[],5619
7386,[],5620
7387,[],9579
7388,[],5621
7389,[],5622
7390,[],5623
7391,[],
7392,[],5624
7393,[],5625
7394,[],5626
7395,[],5627
7396,[],9580
7397,[],5628
7398,[],9581
7399,[],5629
7400,[],5630
7401,[],5631
7402,[],
7403,[],9582
7404,[],
7405,[],5632
7406,[],5633
7407,[],9583
7408,[],5634
7409,[],5635
7410,[],5636
7411,[],5637
7412,[],5638
7413,[],
7414,[],5639
7415,[],5640
7416,[],9584
7417,[],5641
7418,[],5642
7419,[],
7420,[],5643
7421,[],5644
7422,[],
7423,[],9585
7424,[],
7425,[],
7426,[],
7427,[],5645
7428,[],5646
7429,[],5647
7430,[],
7431,[],5648
7432,[],5649
7433,[],5650
7434,[],9586
7435,[],5651
7436,[],
7437,[],5652
7438,[],5653
7439,[],5654
7440,[],5655
7441,[],5656
7442,[],5657
7443,[],
7444,[],9587
7445,[],5658
7446,[],
7447,[],
7448,[],5659
7449,[],
7450,[],9588
7451,[],
7452,[],5660
7453,[],5661
7454,[],5662
7455,[],
7456,[],5663
7457,[],5664
7458,[],
7459,[],5665
7460,[],5666
7461,[],5667
7462,[],5668
7463,[],5669
7464,[],5670
7465,[],
7466,[],
7467,[],5671
7468,[],5672
7469,"['MR_312760_1', 'MR_312760_0']",5673
7470,[],5674
7471,[],5675
7472,[],
7473,[],5676
7474,[],5677
7475,[],
7476,[],9589
7477,[],
7478,[],5678
7479,[],5679
7480,[],9590
7481,[],5680
7482,[],9591
7483,[],5681
7484,[],5682
7485,[],5683
7486,[],5684
7487,[],5685
7488,[],
7489,[],5686
7490,[],
7491,[],9592
7492,[],
7493,[],5687
7494,[],5688
7495,[],5689
7496,[],5690
7497,[],5691
7498,[],
7499,[],5692
7500,[],5693
7501,[],5694
7502,[],5695
7503,[],5696
7504,[],
7505,[],5697
7506,[],9593
7507,[],5698
7508,[],5699
7509,[],5700
7510,[],5701
7511,[],5702
7512,[],5703
7513,[],5704
7514,[],5705
7515,[],9594
7516,[],9595
7517,[],
7518,[],5706
7519,[],
7520,[],5707
7521,[],9596
7522,[],9597
7523,[],5708
7524,[],
7525,[],5709
7526,[],
7527,[],
7528,[],9598
7529,[],5710
7530,[],
7531,[],5711
7532,[],5712
7533,[],9599
7534,[],5713
7535,[],9600
7536,[],5714
7537,[],5715
7538,[],5716
7539,[],9601
7540,[],5717
7541,[],5718
7542,[],
7543,[],5719
7544,[],5720
7545,[],5721
7546,[],5722
7547,[],
7548,[],
7549,[],5723
7550,[],5724
7551,[],
7552,[],9602
7553,[],
7554,[],9603
7555,[],5725
7556,[],
7557,[],5726
7558,[],5727
7559,[],5728
7560,[],
7561,[],9604
7562,[],5729
7563,[],5730
7564,[],
7565,[],5731
7566,[],5732
7567,[],5733
7568,[],9605
7569,[],5734
7570,[],9606
7571,[],5735
7572,[],5736
7573,[],5737
7574,[],5738
7575,[],5739
7576,[],5740
7577,[],
7578,[],
7579,[],5741
7580,[],5742
7581,[],
7582,[],
7583,[],5743
7584,[],
7585,[],5744
7586,[],5745
7587,[],9607
7588,[],
7589,[],5746
7590,[],5747
7591,[],5748
7592,[],5749
7593,[],
7594,[],5750
7595,[],5751
7596,[],5752
7597,[],9608
7598,[],5753
7599,[],
7600,[],5754
7601,[],5755
7602,[],9609
7603,[],5756
7604,[],5757
7605,[],9610
7606,[],5758
7607,[],5759
7608,[],5760
7609,[],5761
7610,[],5762
7611,[],5763
7612,[],
7613,[],
7614,[],5764
7615,[],5765
7616,[],9611
7617,[],5766
7618,[],
7619,[],5767
7620,[],5768
7621,[],5769
7622,[],5770
7623,[],
7624,[],5771
7625,[],5772
7626,[],5773
7627,[],5774
7628,[],5775
7629,[],5776
7630,[],5777
7631,[],5778
7632,[],5779
7633,[],5780
7634,[],5781
7635,[],5782
7636,[],5783
7637,[],9612
7638,[],5784
7639,[],5785
7640,[],
7641,[],5786
7642,[],5787
7643,[],5788
7644,[],
7645,[],5789
7646,[],5790
7647,[],5791
7648,[],9613
7649,[],5792
7650,[],9614
7651,[],5793
7652,[],5794
7653,[],
7654,[],5795
7655,[],5796
7656,[],5797
7657,[],5798
7658,[],9615
7659,[],
7660,[],5799
7661,[],5800
7662,[],
7663,[],
7664,[],
7665,[],5801
7666,[],5802
7667,[],5803
7668,[],9616
7669,[],
7670,[],5804
7671,[],5805
7672,[],5806
7673,[],5807
7674,[],5808
7675,[],5809
7676,[],5810
7677,[],5811
7678,[],5812
7679,[],5813
7680,[],5814
7681,[],5815
7682,[],5816
7683,[],5817
7684,[],
7685,[],5818
7686,[],5819
7687,[],
7688,[],
7689,[],5820
7690,['MR_15937_1'],
7691,[],5821
7692,[],
7693,[],9617
7694,[],5822
7695,[],5823
7696,[],5824
7697,[],5825
7698,[],5826
7699,[],9618
7700,[],9619
7701,[],5827
7702,[],5828
7703,[],5829
7704,[],5830
7705,[],5831
7706,[],
7707,[],5832
7708,[],5833
7709,[],5834
7710,[],5835
7711,[],5836
7712,[],5837
7713,[],5838
7714,[],5839
7715,[],5840
7716,[],5841
7717,[],5842
7718,[],
7719,[],5843
7720,[],
7721,[],5844
7722,[],5845
7723,[],
7724,[],
7725,[],5846
7726,[],5847
7727,[],5848
7728,[],
7729,[],
7730,[],5849
7731,[],5850
7732,[],5851
7733,[],
7734,[],5852
7735,[],5853
7736,[],5854
7737,[],5855
7738,[],5856
7739,[],5857
7740,[],5858
7741,[],
7742,[],5859
7743,[],5860
7744,[],5861
7745,[],9620
7746,[],5862
7747,[],5863
7748,[],5864
7749,[],
7750,['MR_419892_0'],5865
7751,[],9621
7752,[],5866
7753,[],5867
7754,[],5868
7755,[],5869
7756,[],5870
7757,[],
7758,[],5871
7759,[],5872
7760,[],5873
7761,[],
7762,[],5874
7763,[],5875
7764,[],5876
7765,[],
7766,[],5877
7767,[],5878
7768,[],5879
7769,[],5880
7770,[],5881
7771,[],
7772,[],5882
7773,[],5883
7774,[],5884
7775,[],5885
7776,[],
7777,[],5886
7778,[],5887
7779,[],5888
7780,[],5889
7781,[],5890
7782,[],5891
7783,['MR_18598_1'],5892
7784,[],5893
7785,[],5894
7786,[],5895
7787,[],5896
7788,[],5897
7789,[],5898
7790,[],5899
7791,[],5900
7792,[],5901
7793,[],9622
7794,[],5902
7795,[],5903
7796,[],5904
7797,[],5905
7798,[],5906
7799,[],5907
7800,[],5908
7801,[],5909
7802,[],5910
7803,[],5911
7804,[],5912
7805,[],5913
7806,[],9623
7807,[],9624
7808,['MR_181424_0'],5914
7809,[],5915
7810,[],5916
7811,[],5917
7812,[],5918
7813,[],
7814,[],5919
7815,[],
7816,[],5920
7817,[],5921
7818,[],5922
7819,[],5923
7820,[],9625
7821,[],5924
7822,[],5925
7823,[],5926
7824,[],5927
7825,[],9626
7826,['MR_36468_2'],5928
7827,[],
7828,[],5929
7829,[],5930
7830,[],5931
7831,[],5932
7832,[],5933
7833,[],9627
7834,[],
7835,[],
7836,[],5934
7837,[],5935
7838,[],5936
7839,[],9628
7840,[],5937
7841,[],5938
7842,[],5939
7843,[],
7844,[],5940
7845,[],5941
7846,[],5942
7847,[],5943
7848,[],5944
7849,[],5945
7850,[],
7851,[],5946
7852,[],5947
7853,[],5948
7854,[],5949
7855,[],5950
7856,[],5951
7857,[],5952
7858,[],5953
7859,[],
7860,[],
7861,[],
7862,[],
7863,[],5954
7864,[],5955
7865,[],
7866,[],5956
7867,[],
7868,[],5957
7869,[],5958
7870,[],9629
7871,[],5959
7872,[],5960
7873,[],9630
7874,[],5961
7875,[],
7876,[],5962
7877,[],
7878,[],5963
7879,[],5964
7880,[],5965
7881,[],5966
7882,[],9631
7883,[],5967
7884,[],5968
7885,[],5969
7886,[],
7887,[],5970
7888,[],9632
7889,[],5971
7890,[],5972
7891,[],5973
7892,[],9633
7893,[],9634
7894,[],5974
7895,['MR_479828_0'],5975
7896,[],5976
7897,[],5977
7898,[],5978
7899,[],9635
7900,[],5979
7901,[],5980
7902,[],9636
7903,[],9637
7904,[],5981
7905,[],
7906,[],5982
7907,[],5983
7908,[],5984
7909,[],
7910,[],5985
7911,[],
7912,[],
7913,[],5986
7914,[],5987
7915,[],5988
7916,['MR_441901_0'],
7917,[],
7918,[],5989
7919,[],9638
7920,[],5990
7921,[],5991
7922,[],
7923,[],9639
7924,[],
7925,[],5992
7926,[],5993
7927,[],9640
7928,[],5994
7929,[],5995
7930,[],5996
7931,[],5997
7932,[],5998
7933,[],5999
7934,[],6000
7935,[],6001
7936,[],6002
7937,[],6003
7938,[],6004
7939,[],6005
7940,[],6006
7941,[],
7942,[],6007
7943,[],6008
7944,[],6009
7945,[],6010
7946,[],
7947,[],6011
7948,[],6012
7949,[],6013
7950,[],6014
7951,[],6015
7952,[],6016
7953,[],6017
7954,[],6018
7955,[],6019
7956,[],6020
7957,[],
7958,[],6021
7959,[],6022
7960,[],6023
7961,[],
7962,[],6024
7963,[],6025
7964,[],
7965,[],6026
7966,[],6027
7967,[],6028
7968,[],6029
7969,[],6030
7970,[],6031
7971,[],
7972,[],6032
7973,[],6033
7974,[],6034
7975,[],6035
7976,[],6036
7977,[],6037
7978,[],6038
7979,[],6039
7980,[],9641
7981,[],6040
7982,[],6041
7983,[],6042
7984,[],
7985,[],6043
7986,[],
7987,[],6044
7988,[],6045
7989,[],6046
7990,[],6047
7991,[],6048
7992,[],6049
7993,[],6050
7994,[],6051
7995,[],
7996,[],9642
7997,[],6052
7998,[],6053
7999,[],6054
8000,[],9643
8001,[],6055
8002,[],6056
8003,[],9644
8004,[],6057
8005,[],
8006,[],
8007,[],6058
8008,[],6059
8009,[],6060
8010,[],
8011,[],6061
8012,[],9645
8013,[],6062
8014,[],6063
8015,[],
8016,['MR_15549_0'],
8017,[],6064
8018,[],9646
8019,[],6065
8020,[],9647
8021,[],6066
8022,[],6067
8023,[],6068
8024,[],6069
8025,[],
8026,[],6070
8027,[],6071
8028,[],6072
8029,[],6073
8030,[],6074
8031,[],
8032,[],6075
8033,[],
8034,[],6076
8035,[],6077
8036,[],6078
8037,[],6079
8038,[],6080
8039,[],6081
8040,[],9648
8041,[],6082
8042,[],6083
8043,[],6084
8044,[],6085
8045,[],6086
8046,[],6087
8047,[],6088
8048,[],6089
8049,[],6090
8050,[],6091
8051,[],6092
8052,[],6093
8053,[],6094
8054,[],6095
8055,[],9649
8056,[],6096
8057,[],6097
8058,[],6098
8059,[],6099
8060,[],6100
8061,[],6101
8062,[],9650
8063,[],
8064,[],6102
8065,[],6103
8066,[],6104
8067,[],6105
8068,[],6106
8069,[],
8070,[],
8071,[],
8072,[],6107
8073,[],9651
8074,[],9652
8075,[],
8076,[],6108
8077,[],6109
8078,[],6110
8079,[],6111
8080,[],6112
8081,[],6113
8082,[],6114
8083,[],6115
8084,[],
8085,[],9653
8086,[],6116
8087,[],
8088,[],6117
8089,[],
8090,['MR_304490_1'],6118
8091,[],6119
8092,[],9654
8093,[],
8094,[],
8095,[],
8096,[],
8097,[],9655
8098,['MR_286034_0'],
8099,[],6120
8100,[],9656
8101,[],6121
8102,[],6122
8103,[],6123
8104,[],6124
8105,[],
8106,['MR_62318_2'],6125
8107,['MR_62318_0'],9657
8108,[],
8109,"['MR_92589_0', 'MR_445544_0', 'MR_63375_0']",6126
8110,"['MR_53628_0', 'MR_53628_2']",6127
8111,[],6128
8112,[],
8113,[],6129
8114,[],6130
8115,[],
8116,[],6131
8117,[],6132
8118,[],
8119,[],9658
8120,[],6133
8121,[],
8122,[],6134
8123,[],
8124,[],6135
8125,[],6136
8126,[],6137
8127,[],6138
8128,[],6139
8129,[],6140
8130,[],6141
8131,[],6142
8132,[],6143
8133,[],6144
8134,[],6145
8135,[],
8136,[],6146
8137,[],6147
8138,[],6148
8139,[],6149
8140,[],6150
8141,[],6151
8142,[],
8143,[],6152
8144,[],6153
8145,[],6154
8146,[],6155
8147,[],6156
8148,[],6157
8149,[],6158
8150,[],9659
8151,[],6159
8152,[],6160
8153,[],6161
8154,[],6162
8155,[],6163
8156,[],6164
8157,[],6165
8158,[],6166
8159,[],6167
8160,[],6168
8161,[],6169
8162,[],6170
8163,[],6171
8164,[],
8165,[],6172
8166,[],6173
8167,[],6174
8168,[],
8169,[],9660
8170,[],6175
8171,[],6176
8172,[],6177
8173,[],6178
8174,[],6179
8175,[],6180
8176,[],6181
8177,[],6182
8178,[],6183
8179,[],6184
8180,[],6185
8181,[],6186
8182,[],6187
8183,[],6188
8184,[],6189
8185,[],6190
8186,[],6191
8187,[],
8188,[],6192
8189,[],9661
8190,[],9662
8191,[],6193
8192,[],6194
8193,[],6195
8194,[],6196
8195,[],9663
8196,[],6197
8197,[],6198
8198,[],6199
8199,[],6200
8200,[],6201
8201,[],6202
8202,[],9664
8203,[],
8204,[],
8205,[],6203
8206,[],6204
8207,[],6205
8208,[],
8209,[],6206
8210,[],6207
8211,[],
8212,[],6208
8213,[],6209
8214,[],6210
8215,[],
8216,[],6211
8217,[],6212
8218,[],9665
8219,[],6213
8220,[],6214
8221,[],6215
8222,[],
8223,[],
8224,[],6216
8225,[],6217
8226,[],6218
8227,[],
8228,[],6219
8229,[],6220
8230,[],
8231,[],9666
8232,[],
8233,[],
8234,[],9667
8235,[],9668
8236,[],6221
8237,[],6222
8238,[],9669
8239,[],
8240,[],6223
8241,[],
8242,[],
8243,[],6224
8244,[],6225
8245,[],6226
8246,[],6227
8247,[],6228
8248,[],6229
8249,[],6230
8250,[],6231
8251,[],6232
8252,[],9670
8253,[],6233
8254,[],
8255,[],6234
8256,[],
8257,[],9671
8258,[],6235
8259,[],6236
8260,[],6237
8261,[],6238
8262,[],
8263,[],6239
8264,[],6240
8265,[],6241
8266,[],6242
8267,['MR_56691_0'],6243
8268,[],9672
8269,[],9673
8270,[],9674
8271,[],6244
8272,[],6245
8273,[],6246
8274,[],9675
8275,[],9676
8276,[],6247
8277,[],6248
8278,[],6249
8279,[],9677
8280,[],6250
8281,[],6251
8282,[],
8283,[],6252
8284,[],6253
8285,[],9678
8286,[],6254
8287,[],
8288,[],6255
8289,[],6256
8290,[],6257
8291,[],9679
8292,[],6258
8293,[],6259
8294,[],6260
8295,[],6261
8296,[],9680
8297,[],6262
8298,[],6263
8299,[],6264
8300,[],6265
8301,[],6266
8302,[],6267
8303,[],9681
8304,[],6268
8305,[],6269
8306,[],6270
8307,[],6271
8308,[],9682
8309,[],
8310,[],
8311,[],6272
8312,[],
8313,[],6273
8314,[],6274
8315,[],6275
8316,['MR_226083_0'],6276
8317,[],6277
8318,[],6278
8319,[],6279
8320,[],
8321,[],6280
8322,[],6281
8323,[],6282
8324,[],6283
8325,[],6284
8326,[],9683
8327,[],6285
8328,[],6286
8329,[],6287
8330,[],
8331,[],6288
8332,[],6289
8333,[],
8334,[],6290
8335,[],6291
8336,[],6292
8337,[],6293
8338,[],6294
8339,[],6295
8340,[],6296
8341,[],6297
8342,[],6298
8343,[],
8344,[],6299
8345,[],
8346,[],6300
8347,[],6301
8348,[],6302
8349,[],9684
8350,[],6303
8351,[],9685
8352,[],6304
8353,[],9686
8354,[],6305
8355,[],6306
8356,[],6307
8357,[],9687
8358,[],6308
8359,[],6309
8360,[],6310
8361,[],6311
8362,[],6312
8363,[],6313
8364,[],
8365,[],6314
8366,[],6315
8367,[],
8368,[],6316
8369,[],6317
8370,[],6318
8371,[],6319
8372,[],6320
8373,[],
8374,[],9688
8375,[],
8376,[],6321
8377,[],6322
8378,[],
8379,[],
8380,[],6323
8381,[],9689
8382,[],6324
8383,[],6325
8384,[],6326
8385,[],6327
8386,[],6328
8387,[],6329
8388,[],6330
8389,[],6331
8390,[],6332
8391,"['MR_56241_1', 'MR_56241_0']",6333
8392,[],6334
8393,[],6335
8394,[],6336
8395,[],
8396,[],9690
8397,[],
8398,[],6337
8399,[],6338
8400,[],9691
8401,[],
8402,[],6339
8403,[],6340
8404,[],6341
8405,[],6342
8406,[],6343
8407,[],6344
8408,[],6345
8409,[],6346
8410,[],6347
8411,[],6348
8412,[],9692
8413,[],6349
8414,[],6350
8415,[],6351
8416,[],6352
8417,[],
8418,[],6353
8419,[],6354
8420,[],6355
8421,[],
8422,[],6356
8423,[],6357
8424,[],6358
8425,[],
8426,[],9693
8427,[],6359
8428,[],6360
8429,[],6361
8430,[],6362
8431,[],6363
8432,[],6364
8433,[],6365
8434,[],6366
8435,[],6367
8436,[],6368
8437,[],6369
8438,[],6370
8439,[],6371
8440,[],6372
8441,[],6373
8442,[],6374
8443,[],6375
8444,[],9694
8445,[],9695
8446,[],6376
8447,[],6377
8448,[],6378
8449,[],6379
8450,[],6380
8451,[],6381
8452,[],6382
8453,[],6383
8454,[],6384
8455,[],6385
8456,[],6386
8457,[],6387
8458,[],6388
8459,[],6389
8460,[],6390
8461,[],6391
8462,[],6392
8463,[],6393
8464,[],6394
8465,[],6395
8466,[],
8467,[],6396
8468,[],6397
8469,[],6398
8470,[],6399
8471,[],6400
8472,[],6401
8473,[],6402
8474,[],9696
8475,[],9697
8476,[],6403
8477,[],
8478,[],6404
8479,[],6405
8480,[],6406
8481,[],6407
8482,[],9698
8483,[],6408
8484,[],9699
8485,[],6409
8486,[],
8487,[],6410
8488,[],9700
8489,[],
8490,[],6411
8491,[],6412
8492,[],6413
8493,[],6414
8494,[],9701
8495,[],6415
8496,[],9702
8497,[],6416
8498,[],6417
8499,[],9703
8500,[],6418
8501,[],6419
8502,[],6420
8503,[],6421
8504,[],6422
8505,[],6423
8506,[],6424
8507,[],6425
8508,[],
8509,[],6426
8510,[],9704
8511,[],
8512,[],6427
8513,[],6428
8514,[],6429
8515,[],6430
8516,[],6431
8517,[],6432
8518,[],6433
8519,[],6434
8520,[],6435
8521,[],6436
8522,[],6437
8523,[],6438
8524,[],6439
8525,[],9705
8526,[],
8527,[],6440
8528,[],6441
8529,[],6442
8530,[],6443
8531,[],6444
8532,[],6445
8533,[],6446
8534,[],6447
8535,[],6448
8536,[],
8537,[],6449
8538,[],6450
8539,[],9706
8540,[],9707
8541,[],6451
8542,[],6452
8543,[],6453
8544,[],6454
8545,[],6455
8546,[],6456
8547,[],9708
8548,[],9709
8549,[],6457
8550,[],6458
8551,[],6459
8552,[],6460
8553,[],9710
8554,[],
8555,[],
8556,[],
8557,[],
8558,[],9711
8559,[],6461
8560,[],
8561,[],
8562,[],
8563,[],
8564,[],6462
8565,[],6463
8566,[],9712
8567,[],6464
8568,[],6465
8569,[],
8570,[],
8571,[],
8572,[],6466
8573,[],6467
8574,[],6468
8575,[],6469
8576,[],6470
8577,[],6471
8578,[],6472
8579,[],6473
8580,[],6474
8581,[],6475
8582,[],
8583,[],6476
8584,[],6477
8585,[],6478
8586,[],6479
8587,"['MR_21470_0', 'MR_108109_0']",6480
8588,[],
8589,[],6481
8590,[],6482
8591,[],6483
8592,[],6484
8593,[],6485
8594,[],6486
8595,[],6487
8596,[],6488
8597,[],6489
8598,[],6490
8599,[],6491
8600,[],6492
8601,[],6493
8602,[],6494
8603,[],6495
8604,[],6496
8605,[],6497
8606,[],6498
8607,[],
8608,[],6499
8609,[],6500
8610,[],6501
8611,[],
8612,[],6502
8613,[],
8614,[],6503
8615,[],6504
8616,[],6505
8617,[],6506
8618,[],
8619,[],6507
8620,[],6508
8621,[],9713
8622,[],6509
8623,[],6510
8624,[],6511
8625,[],
